"","X","Timestamp.UTC.","DOY.UTC.","SCET.s.","deltaTime.s.","X_KSM.km.","Y_KSM.km.","Z_KSM.km.","BTotal.nT.","BX_KSM.nT.","BY_KSM.nT.","BZ_KSM.nT.","TimeStamp","date","hour_cross","minute_cross","year_cross","doy_cross","doyfrac_cross","type_cross","dirn_cross","xcrosslist","ycrosslist","zcrosslist","time","minlag","minlead"
"1",499983,"04/01/2005 19:04:30.000","2005-004",1104865470,60,1435777,-3066938.25,372260.65625,0.43949419260025,0.287032574415207,-0.199876174330711,0.0554301925003529,2005-01-04 19:04:00,2005-01-04,19,4,2005,3,3.7944446,"BS","I",22.84,-52.74,5.54,"19:4:00",2005-01-04 18:49:00,2005-01-04 19:19:00
"2",500432,"05/01/2005 02:34:30.000","2005-005",1104892470,60,1451752.625,-3026675,383438.40625,0.308335661888123,0.195715203881264,-0.00829790066927671,-0.235007509589195,2005-01-05 02:34:00,2005-01-05,2,34,2005,4,4.1069446,"BS","O",23.15,-52.18,5.74,"2:34:00",2005-01-05 02:19:00,2005-01-05 02:49:00
"3",500626,"05/01/2005 05:48:30.000","2005-005",1104904110,60,1458327.125,-3008652.25,388175.1875,0.349331229925156,0.096428208053112,0.0936459079384804,-0.319969743490219,2005-01-05 05:48:00,2005-01-05,5,48,2005,4,4.241667,"BS","I",23.28,-51.93,5.82,"5:48:00",2005-01-05 05:33:00,2005-01-05 06:03:00
"4",501574,"05/01/2005 21:36:30.000","2005-005",1104960990,60,1487620.75,-2914731.75,410563.46875,0.331019759178162,0.0920870304107666,0.044132724404335,-0.313666820526123,2005-01-05 21:36:00,2005-01-05,21,36,2005,4,4.9,"BS","O",23.88,-50.62,6.22,"21:36:00",2005-01-05 21:21:00,2005-01-05 21:51:00
"5",515248,"25/01/2005 03:01:30.000","2005-025",1106622090,60,213083.96875,-3079552,-188537.515625,0.533960223197937,-0.125768765807152,-0.448040008544922,-0.258210957050324,2005-01-25 03:01:00,2005-01-25,3,1,2005,24,24.125694,"BS","O",1.47,-48.48,-3.85,"3:1:00",2005-01-25 02:46:00,2005-01-25 03:16:00
"6",515465,"25/01/2005 06:55:30.000","2005-025",1106636130,60,232973.953125,-3101687,-181452.59375,0.609439551830292,-0.00337066012434661,-0.473972976207733,-0.381061732769013,2005-01-25 06:55:00,2005-01-25,6,55,2005,24,24.288195,"BS","I",1.81,-48.93,-3.74,"6:55:00",2005-01-25 06:40:00,2005-01-25 07:10:00
"7",515912,"25/01/2005 14:22:30.000","2005-025",1106662950,60,270796.84375,-3141859.25,-167803.15625,0.579743027687073,0.0287161804735661,0.106299862265587,0.568038880825043,2005-01-25 14:22:00,2005-01-25,14,22,2005,24,24.598612,"BS","O",2.45,-49.75,-3.52,"14:22:00",2005-01-25 14:07:00,2005-01-25 14:37:00
"8",520313,"28/01/2005 16:01:30.000","2005-028",1106928090,60,628896.875,-3402512.75,-27622.662109375,1.37908005714417,0.193700581789017,-1.36229264736176,-0.0854806900024414,2005-01-28 16:01:00,2005-01-28,16,1,2005,27,27.66736,"BS","I",8.54,-55.4,-1.25,"16:1:00",2005-01-28 15:46:00,2005-01-28 16:16:00
"9",520325,"28/01/2005 16:13:30.000","2005-028",1106928810,60,629831.25,-3402905.75,-27231.388671875,1.27815520763397,0.253263384103775,-1.23603904247284,-0.198198273777962,2005-01-28 16:13:00,2005-01-28,16,13,2005,27,27.675694,"BS","O",8.55,-55.41,-1.24,"16:13:00",2005-01-28 15:58:00,2005-01-28 16:28:00
"10",541124,"12/02/2005 07:52:30.000","2005-043",1108194750,60,1427287.125,-1671138.375,496312.9375,1.34410989284515,-0.404361039400101,-0.491108179092407,-1.18364870548248,2005-02-12 07:52:00,2005-02-12,7,52,2005,42,42.327778,"BS","I",24.37,-32.65,8.09,"7:52:00",2005-02-12 07:37:00,2005-02-12 08:07:00
"11",541154,"12/02/2005 08:22:30.000","2005-043",1108196550,60,1426060.125,-1664499.125,496363.5,1.21528947353363,-0.178098246455193,-0.382406622171402,-1.13912904262543,2005-02-12 08:22:00,2005-02-12,8,22,2005,42,42.34861,"BS","O",24.36,-32.55,8.09,"8:22:00",2005-02-12 08:07:00,2005-02-12 08:37:00
"12",541806,"12/02/2005 19:30:30.000","2005-043",1108236630,60,1394575.25,-1511857.375,496035.875,0.647352814674377,-0.0142449755221605,-0.564160108566284,-0.156734302639961,2005-02-12 19:30:00,2005-02-12,19,30,2005,42,42.8125,"BS","I",24.08,-30.33,8.17,"19:30:00",2005-02-12 19:15:00,2005-02-12 19:45:00
"13",559582,"25/02/2005 08:46:30.000","2005-056",1109321190,60,911324.1875,-2417894.5,377886.0625,0.463262230157852,0.143702730536461,0.395006567239761,-0.193320468068123,2005-02-25 08:46:00,2005-02-25,8,46,2005,55,55.365276,"BS","O",12.84,-39.54,5.33,"8:46:00",2005-02-25 08:31:00,2005-02-25 09:01:00
"14",566673,"02/03/2005 07:31:30.000","2005-061",1109748690,60,1355026.5,-2041353.875,555550.6875,1.34857964515686,-0.617452085018158,-1.16407799720764,-0.28056463599205,2005-03-02 07:31:00,2005-03-02,7,31,2005,60,60.313194,"BS","I",21.61,-36.24,8.86,"7:31:00",2005-03-02 07:16:00,2005-03-02 07:46:00
"15",567188,"02/03/2005 16:06:30.000","2005-061",1109779590,60,1368083.875,-1980588.5,560738.3125,0.926569104194641,0.440661638975143,0.394650042057037,-0.699955761432648,2005-03-02 16:06:00,2005-03-02,16,6,2005,60,60.670834,"BS","O",21.96,-35.45,9,"16:6:00",2005-03-02 15:51:00,2005-03-02 16:21:00
"16",570998,"05/03/2005 16:07:30.000","2005-064",1110038850,60,1321912.75,-1268980.375,540478,0.503825008869171,0.0911679640412331,-0.413233935832977,-0.268928408622742,2005-03-05 16:07:00,2005-03-05,16,7,2005,63,63.671528,"BS","I",22.79,-25.68,9.32,"16:7:00",2005-03-05 15:52:00,2005-03-05 16:22:00
"17",572471,"06/03/2005 16:40:30.000","2005-065",1110127230,60,1212052.625,-928340.5625,495114.78125,0.870745539665222,-0.246420353651047,-0.730121731758118,-0.399270325899124,2005-03-06 16:40:00,2005-03-06,16,40,2005,64,64.69444,"BS","I",21.89,-20.92,8.94,"16:40:00",2005-03-06 16:25:00,2005-03-06 16:55:00
"18",572494,"06/03/2005 17:03:30.000","2005-065",1110128610,60,1209748,-922530.625,494166.125,1.05555403232574,-0.124181166291237,-0.962572693824768,-0.413741439580917,2005-03-06 17:03:00,2005-03-06,17,3,2005,64,64.71042,"BS","O",21.87,-20.83,8.93,"17:3:00",2005-03-06 16:48:00,2005-03-06 17:18:00
"19",572590,"06/03/2005 18:39:30.000","2005-065",1110134370,60,1199895.75,-898098.6875,490111.34375,1.11286473274231,-0.441031873226166,-0.679094135761261,0.76176255941391,2005-03-06 18:39:00,2005-03-06,18,39,2005,64,64.777084,"BS","I",21.78,-20.49,8.9,"18:39:00",2005-03-06 18:24:00,2005-03-06 18:54:00
"20",585535,"15/03/2005 19:25:30.000","2005-074",1110914730,60,600799.5625,-2320973.75,245780.421875,1.84045588970184,-0.116431444883347,-0.455825567245483,-1.65374732017517,2005-03-15 19:25:00,2005-03-15,19,25,2005,73,73.80903,"BS","O",7.27,-36.43,2.97,"19:25:00",2005-03-15 19:10:00,2005-03-15 19:40:00
"21",585730,"15/03/2005 22:40:30.000","2005-074",1110926430,60,621976.625,-2333966,254371.4375,1.08954882621765,0.598604202270508,0.815965712070465,-0.395213574171066,2005-03-15 22:40:00,2005-03-15,22,40,2005,73,73.94444,"BS","I",7.64,-36.76,3.13,"22:40:00",2005-03-15 22:25:00,2005-03-15 22:55:00
"22",585797,"15/03/2005 23:47:30.000","2005-074",1110930450,60,629200.4375,-2338234.75,257301.53125,1.48405241966248,0.505209684371948,0.944563806056976,-0.994360208511352,2005-03-15 23:47:00,2005-03-15,23,47,2005,73,73.990974,"BS","O",7.77,-36.86,3.18,"23:47:00",2005-03-15 23:32:00,2005-03-16 00:02:00
"23",585812,"16/03/2005 00:01:30.000","2005-075",1110931290,60,630706.5625,-2339114.25,257912.390625,1.16429615020752,0.357485741376877,0.698594450950623,-0.850111365318298,2005-03-16 00:01:00,2005-03-16,0,1,2005,74,74.000694,"BS","I",7.79,-36.88,3.19,"0:1:00",2005-03-15 23:46:00,2005-03-16 00:16:00
"24",585861,"16/03/2005 00:50:30.000","2005-075",1110934230,60,635968.5,-2342158.5,260046.53125,1.54646170139313,0.300748914480209,0.516993820667267,-1.42058968544006,2005-03-16 00:50:00,2005-03-16,0,50,2005,74,74.03472,"BS","O",7.9,-36.97,3.23,"0:50:00",2005-03-16 00:35:00,2005-03-16 01:05:00
"25",585973,"16/03/2005 02:42:30.000","2005-075",1110940950,60,647941.5,-2348919.25,264902.125,0.334555566310883,0.133795887231827,-0.162922650575638,-0.251326978206634,2005-03-16 02:42:00,2005-03-16,2,42,2005,74,74.1125,"BS","I",8.09,-37.13,3.31,"2:42:00",2005-03-16 02:27:00,2005-03-16 02:57:00
"26",586010,"16/03/2005 03:19:30.000","2005-075",1110943170,60,651880.125,-2351092.75,266499.28125,1.53176665306091,0.27069741487503,8.89814182301052e-05,-1.50670742988586,2005-03-16 03:19:00,2005-03-16,3,19,2005,74,74.13819,"BS","O",8.17,-37.19,3.34,"3:19:00",2005-03-16 03:04:00,2005-03-16 03:34:00
"27",586037,"16/03/2005 03:46:30.000","2005-075",1110944790,60,654749.125,-2352660,267662.625,1.55558097362518,-0.0885399729013443,-0.364869028329849,-1.50873064994812,2005-03-16 03:46:00,2005-03-16,3,46,2005,74,74.156944,"BS","I",8.22,-37.23,3.36,"3:46:00",2005-03-16 03:31:00,2005-03-16 04:01:00
"28",586149,"16/03/2005 05:38:30.000","2005-075",1110951510,60,666602.5,-2358994,272468.75,1.78292369842529,-0.360327810049057,-0.388185054063797,-1.70102679729462,2005-03-16 05:38:00,2005-03-16,5,38,2005,74,74.234726,"BS","O",8.43,-37.4,3.45,"5:38:00",2005-03-16 05:23:00,2005-03-16 05:53:00
"29",586242,"16/03/2005 07:11:30.000","2005-075",1110957090,60,676386.875,-2364049.5,276435.46875,2.70248508453369,-0.79434472322464,-0.612766981124878,-2.50752997398376,2005-03-16 07:11:00,2005-03-16,7,11,2005,74,74.2993,"BS","I",8.61,-37.53,3.52,"7:11:00",2005-03-16 06:56:00,2005-03-16 07:26:00
"30",586525,"16/03/2005 12:01:30.000","2005-075",1110974490,60,706555.125,-2378640.25,288663.40625,2.06569123268127,-0.579334259033203,-0.445553869009018,-1.93122816085815,2005-03-16 12:01:00,2005-03-16,12,1,2005,74,74.500694,"BS","I",9.15,-37.93,3.74,"12:1:00",2005-03-16 11:46:00,2005-03-16 12:16:00
"31",586716,"16/03/2005 15:12:30.000","2005-075",1110985950,60,726139,-2387293.5,296598.96875,1.90420866012573,-0.492514848709107,-0.48909118771553,-1.77198481559753,2005-03-16 15:12:00,2005-03-16,15,12,2005,74,74.63333,"BS","O",9.5,-38.17,3.88,"15:12:00",2005-03-16 14:57:00,2005-03-16 15:27:00
"32",587392,"17/03/2005 02:29:30.000","2005-076",1111026570,60,793693,-2412014,323958.4375,1.23691439628601,0.234770730137825,-0.432953715324402,-1.05563366413116,2005-03-17 02:29:00,2005-03-17,2,29,2005,75,75.10348,"BS","O",10.72,-38.92,4.38,"2:29:00",2005-03-17 02:14:00,2005-03-17 02:44:00
"33",587412,"17/03/2005 02:49:30.000","2005-076",1111027770,60,795643.9375,-2412605.75,324748.25,1.30263090133667,-0.0951260626316071,-0.379077613353729,-0.968574583530426,2005-03-17 02:49:00,2005-03-17,2,49,2005,75,75.11736,"BS","I",10.76,-38.94,4.39,"2:49:00",2005-03-17 02:34:00,2005-03-17 03:04:00
"34",588565,"17/03/2005 22:07:30.000","2005-076",1111097250,60,904093.4375,-2433827.25,368619.4375,0.185424476861954,-0.0160549115389585,-0.0970595553517342,0.156008526682854,2005-03-17 22:07:00,2005-03-17,22,7,2005,75,75.921524,"BS","O",12.74,-39.84,5.19,"22:7:00",2005-03-17 21:52:00,2005-03-17 22:22:00
"35",588792,"18/03/2005 01:53:30.000","2005-077",1111110810,60,924201.75,-2435050,376746.40625,0.199485540390015,0.016433360055089,-0.132894456386566,0.145167469978333,2005-03-18 01:53:00,2005-03-18,1,53,2005,76,76.07847,"BS","I",13.11,-39.96,5.34,"1:53:00",2005-03-18 01:38:00,2005-03-18 02:08:00
"36",589190,"18/03/2005 08:31:30.000","2005-077",1111134690,60,958750.0625,-2434950.25,390703.4375,0.223221585154533,0.0355434231460094,0.0573695302009582,-0.210829630494118,2005-03-18 08:31:00,2005-03-18,8,31,2005,76,76.354866,"BS","O",13.74,-40.14,5.6,"8:31:00",2005-03-18 08:16:00,2005-03-18 08:46:00
"37",591502,"19/03/2005 23:08:30.000","2005-078",1111273710,60,1136861.125,-2379214.25,462481.09375,0.956753075122833,-0.369466841220856,-0.764718592166901,0.436002284288406,2005-03-19 23:08:00,2005-03-19,23,8,2005,77,77.96389,"BS","I",17.09,-40.19,6.95,"23:8:00",2005-03-19 22:53:00,2005-03-19 23:23:00
"38",591710,"20/03/2005 02:35:30.000","2005-079",1111286130,60,1150762.125,-2369769,468051.0625,0.259033292531967,-0.112011358141899,-0.158482939004898,0.168928369879723,2005-03-20 02:35:00,2005-03-20,2,35,2005,78,78.10764,"BS","O",17.36,-40.12,7.06,"2:35:00",2005-03-20 02:20:00,2005-03-20 02:50:00
"39",592050,"20/03/2005 08:21:30.000","2005-079",1111306890,60,1173212.75,-2352371,477040.21875,1.08888185024261,-0.411772042512894,-0.264707028865814,0.870317578315735,2005-03-20 08:21:00,2005-03-20,8,21,2005,78,78.347916,"BS","I",17.8,-39.97,7.24,"8:21:00",2005-03-20 08:06:00,2005-03-20 08:36:00
"40",593121,"21/03/2005 02:11:30.000","2005-080",1111371090,60,1236187.75,-2285863.75,502202.75,0.654891908168793,-0.332421839237213,-0.521334052085876,0.212154120206833,2005-03-21 02:11:00,2005-03-21,2,11,2005,79,79.09097,"BS","O",19.05,-39.3,7.74,"2:11:00",2005-03-21 01:56:00,2005-03-21 02:26:00
"41",593487,"21/03/2005 08:17:30.000","2005-080",1111393050,60,1255390.75,-2258708.5,509855.65625,0.785551846027374,0.23108734190464,-0.623356938362122,-0.406844884157181,2005-03-21 08:17:00,2005-03-21,8,17,2005,79,79.34514,"BS","I",19.45,-38.99,7.9,"8:17:00",2005-03-21 08:02:00,2005-03-21 08:32:00
"42",593550,"21/03/2005 09:20:30.000","2005-080",1111396830,60,1258571.125,-2253807,511121.96875,0.679016172885895,0.410406470298767,-0.424538135528564,-0.331986218690872,2005-03-21 09:20:00,2005-03-21,9,20,2005,79,79.388885,"BS","O",19.51,-38.94,7.92,"9:20:00",2005-03-21 09:05:00,2005-03-21 09:35:00
"43",593870,"21/03/2005 14:40:30.000","2005-080",1111416030,60,1274147.25,-2227878.5,517318.40625,0.696461796760559,0.176586121320724,-0.662118017673492,-0.122281178832054,2005-03-21 14:40:00,2005-03-21,14,40,2005,79,79.611115,"BS","I",19.84,-38.64,8.05,"14:40:00",2005-03-21 14:25:00,2005-03-21 14:55:00
"44",594033,"21/03/2005 17:23:30.000","2005-080",1111425810,60,1281703.75,-2214006.5,520320.90625,0.892678201198578,-0.016568036749959,0.889739096164703,-0.0657608956098557,2005-03-21 17:23:00,2005-03-21,17,23,2005,79,79.72431,"BS","O",20,-38.47,8.12,"17:23:00",2005-03-21 17:08:00,2005-03-21 17:38:00
"45",600366,"26/03/2005 05:19:30.000","2005-085",1111814370,60,1308939.375,-1268345.25,528864.25,0.697251260280609,-0.283037692308426,0.238505408167839,0.561968743801117,2005-03-26 05:19:00,2005-03-26,5,19,2005,84,84.22153,"BS","I",22.57,-25.72,9.12,"5:19:00",2005-03-26 05:04:00,2005-03-26 05:34:00
"46",600854,"26/03/2005 13:33:30.000","2005-085",1111844010,60,1279413.5,-1159407.625,516739.0625,1.44838714599609,-0.0515641532838345,-1.39489221572876,-0.375881463289261,2005-03-26 13:33:00,2005-03-26,13,33,2005,84,84.56458,"BS","O",22.36,-24.2,9.03,"13:33:00",2005-03-26 13:18:00,2005-03-26 13:48:00
"47",602927,"28/03/2005 00:15:30.000","2005-087",1111968930,60,1058549.25,-620929.25,426776.46875,2.58219170570374,0.287266165018082,0.47138237953186,-2.05156993865967,2005-03-28 00:15:00,2005-03-28,0,15,2005,86,86.010414,"BS","I",20.39,-16.71,8.22,"0:15:00",2005-03-28 00:00:00,2005-03-28 00:30:00
"48",603067,"28/03/2005 02:36:30.000","2005-087",1111977390,60,1035695.5625,-579050.9375,417504.28125,5.89659643173218,0.34631821513176,0.439310640096664,-5.86715507507324,2005-03-28 02:36:00,2005-03-28,2,36,2005,86,86.10834,"BS","O",20.18,-16.13,8.14,"2:36:00",2005-03-28 02:21:00,2005-03-28 02:51:00
"49",603237,"28/03/2005 05:26:30.000","2005-087",1111987590,60,1006258.6875,-527504.375,405567.375,3.20157408714294,-0.700340092182159,-2.27678871154785,1.79380345344543,2005-03-28 05:26:00,2005-03-28,5,26,2005,86,86.226395,"BS","I",19.91,-15.41,8.03,"5:26:00",2005-03-28 05:11:00,2005-03-28 05:41:00
"50",603332,"28/03/2005 07:02:30.000","2005-087",1111993350,60,988651.4375,-497869.375,398430.5,6.92525196075439,2.0656099319458,2.05659890174866,-6.28048038482666,2005-03-28 07:02:00,2005-03-28,7,2,2005,86,86.29305,"BS","O",19.75,-15.01,7.96,"7:2:00",2005-03-28 06:47:00,2005-03-28 07:17:00
"51",603453,"28/03/2005 09:03:30.000","2005-087",1112000610,60,965369.375,-459968.5,388996.6875,8.56823635101318,0.0232473071664572,0.981595695018768,-8.51007461547852,2005-03-28 09:03:00,2005-03-28,9,3,2005,86,86.37708,"BS","I",19.54,-14.49,7.87,"9:3:00",2005-03-28 08:48:00,2005-03-28 09:18:00
"52",625131,"13/04/2005 00:16:30.000","2005-103",1113351390,60,900218.125,-908626.125,214169.390625,2.81918716430664,-1.05496191978455,-0.66820102930069,2.51098918914795,2005-04-13 00:16:00,2005-04-13,0,16,2005,102,102.01111,"BS","O",16.21,-21.4,3.75,"0:16:00",2005-04-13 00:01:00,2005-04-13 00:31:00
"53",625274,"13/04/2005 02:40:30.000","2005-103",1113360030,60,887165.5,-864586.1875,211687.9375,3.19322633743286,-1.45753836631775,-1.7695506811142,2.21131896972656,2005-04-13 02:40:00,2005-04-13,2,40,2005,102,102.111115,"BS","I",16.14,-20.84,3.75,"2:40:00",2005-04-13 02:25:00,2005-04-13 02:55:00
"54",625976,"13/04/2005 15:31:30.000","2005-103",1113406290,60,792652.375,-606155.875,192522.40625,9.3007001876831,0.321381211280823,3.48125624656677,-8.61295223236084,2005-04-13 15:31:00,2005-04-13,15,31,2005,102,102.64653,"BS","I",15.56,-17.56,3.66,"15:31:00",2005-04-13 15:16:00,2005-04-13 15:46:00
"55",626320,"13/04/2005 21:15:30.000","2005-103",1113426930,60,732399.6875,-476438.15625,179606.734375,7.96312379837036,0.376495480537415,4.02618312835693,-6.83864402770996,2005-04-13 21:15:00,2005-04-13,21,15,2005,102,102.885414,"BS","O",15.17,-15.96,3.59,"21:15:00",2005-04-13 21:00:00,2005-04-13 21:30:00
"56",626372,"13/04/2005 22:07:30.000","2005-103",1113430050,60,721967.875,-455922.375,177331.65625,8.3838415145874,-3.23078370094299,0.592415153980255,-7.7118558883667,2005-04-13 22:07:00,2005-04-13,22,7,2005,102,102.921524,"BS","I",15.1,-15.69,3.58,"22:7:00",2005-04-13 21:52:00,2005-04-13 22:22:00
"57",626513,"14/04/2005 00:27:30.000","2005-104",1113438450,60,691823.4375,-399407.46875,170701.8125,10.8152656555176,-1.38023722171783,1.45809733867645,-10.6161403656006,2005-04-14 00:27:00,2005-04-14,0,27,2005,103,103.01875,"BS","O",14.9,-15,3.55,"0:27:00",2005-04-14 00:12:00,2005-04-14 00:42:00
"58",626555,"14/04/2005 01:09:30.000","2005-104",1113440970,60,682141.9375,-382074.875,168556,11.6831607818604,0.311544358730316,2.03790640830994,-11.4788370132446,2005-04-14 01:09:00,2005-04-14,1,9,2005,103,103.04791,"BS","I",14.85,-14.8,3.53,"1:9:00",2005-04-14 00:54:00,2005-04-14 01:24:00
"59",637667,"21/04/2005 18:39:30.000","2005-111",1114108770,60,732970.8125,-2232661.5,-141250.578125,0.524742960929871,-0.225864112377167,-0.44988077878952,0.141546115279198,2005-04-21 18:39:00,2005-04-21,18,39,2005,110,110.777084,"BS","O",9.35,-35.91,-2.29,"18:39:00",2005-04-21 18:24:00,2005-04-21 18:54:00
"60",637688,"21/04/2005 19:00:30.000","2005-111",1114110030,60,735319.375,-2233255.25,-141274.453125,0.582587957382202,-0.367041498422623,-0.448581159114838,-0.0453623905777931,2005-04-21 19:00:00,2005-04-21,19,0,2005,110,110.791664,"BS","I",9.4,-35.93,-2.29,"19:0:00",2005-04-21 18:45:00,2005-04-21 19:15:00
"61",638073,"22/04/2005 01:25:30.000","2005-112",1114133130,60,777767.5625,-2242339,-141601.03125,0.444755494594574,-0.199844285845757,-0.379301339387894,-0.11189641803503,2005-04-22 01:25:00,2005-04-22,1,25,2005,111,111.05903,"BS","O",10.17,-36.31,-2.31,"1:25:00",2005-04-22 01:10:00,2005-04-22 01:40:00
"62",638496,"22/04/2005 08:47:30.000","2005-112",1114159650,60,825047.6875,-2248625.25,-141720.46875,0.19722343981266,-0.0989578738808632,-0.164131179451942,-0.0262601561844349,2005-04-22 08:47:00,2005-04-22,8,47,2005,111,111.365974,"BS","I",11.04,-36.66,-2.33,"8:47:00",2005-04-22 08:32:00,2005-04-22 09:02:00
"63",638615,"22/04/2005 10:46:30.000","2005-112",1114166790,60,837505.8125,-2249574.5,-141706.765625,0.270085752010345,-0.115724578499794,-0.240674957633018,-0.00283459364436567,2005-04-22 10:46:00,2005-04-22,10,46,2005,111,111.44861,"BS","O",11.26,-36.74,-2.33,"10:46:00",2005-04-22 10:31:00,2005-04-22 11:01:00
"64",642495,"25/04/2005 04:22:30.000","2005-115",1114402950,60,1177237.375,-2113111.75,-130846.6875,0.328309267759323,-0.106462486088276,-0.134524866938591,-0.144593045115471,2005-04-25 04:22:00,2005-04-25,4,22,2005,114,114.18194,"BS","I",17.75,-36.47,-2.28,"4:22:00",2005-04-25 04:07:00,2005-04-25 04:37:00
"65",642576,"25/04/2005 05:43:30.000","2005-115",1114407810,60,1182586,-2106982.25,-130416.3359375,2.24845600128174,1.01906955242157,-0.305667400360107,1.6196905374527,2005-04-25 05:43:00,2005-04-25,5,43,2005,114,114.2382,"BS","O",17.86,-36.41,-2.27,"5:43:00",2005-04-25 05:28:00,2005-04-25 05:58:00
"66",642741,"25/04/2005 08:28:30.000","2005-115",1114417710,60,1193251.75,-2094084.75,-129513.890625,0.638719975948334,0.0695505440235138,-0.560921013355255,-0.212447732686996,2005-04-25 08:28:00,2005-04-25,8,28,2005,114,114.35278,"BS","I",18.08,-36.27,-2.26,"8:28:00",2005-04-25 08:13:00,2005-04-25 08:43:00
"67",643000,"25/04/2005 12:47:30.000","2005-115",1114433250,60,1209358.5,-2072727.875,-128027.5625,0.566517531871796,-0.227444276213646,-0.28112381696701,0.434774935245514,2005-04-25 12:47:00,2005-04-25,12,47,2005,114,114.53264,"BS","O",18.42,-36.04,-2.24,"12:47:00",2005-04-25 12:32:00,2005-04-25 13:02:00
"68",643318,"25/04/2005 21:52:30.000","2005-115",1114465950,60,1240636,-2023328.75,-124619.5859375,0.509671151638031,-0.350275635719299,-0.316762208938599,0.187555074691772,2005-04-25 21:52:00,2005-04-25,21,52,2005,114,114.91111,"BS","I",19.08,-35.48,-2.2,"21:52:00",2005-04-25 21:37:00,2005-04-25 22:07:00
"69",645371,"27/04/2005 08:09:30.000","2005-117",1114589370,60,1322989.125,-1781140,-108242.203125,1.46740293502808,-0.602842330932617,0.629851579666138,0.594891846179962,2005-04-27 08:09:00,2005-04-27,8,9,2005,116,116.339584,"BS","O",21.09,-32.49,-2,"8:9:00",2005-04-27 07:54:00,2005-04-27 08:24:00
"70",645492,"27/04/2005 10:10:30.000","2005-117",1114596630,60,1325860.5,-1764058.875,-107100.0546875,0.541454613208771,-0.277026414871216,-0.458109855651855,0.0776792466640472,2005-04-27 10:10:00,2005-04-27,10,10,2005,116,116.42361,"BS","I",21.18,-32.27,-1.98,"10:10:00",2005-04-27 09:55:00,2005-04-27 10:25:00
"71",666178,"11/05/2005 20:51:30.000","2005-131",1115844690,60,983780.4375,-2236896.25,-148699.9375,0.345845073461533,-0.151507452130318,-0.166978508234024,0.256904900074005,2005-05-11 20:51:00,2005-05-11,20,51,2005,130,130.86874,"BS","O",14.02,-37.44,-2.48,"20:51:00",2005-05-11 20:36:00,2005-05-11 21:06:00
"72",666213,"11/05/2005 21:26:30.000","2005-131",1115846790,60,986903.25,-2235818.75,-148636.34375,0.373136520385742,-0.231277659535408,0.0959719941020012,0.274062961339951,2005-05-11 21:26:00,2005-05-11,21,26,2005,130,130.89305,"BS","I",14.08,-37.44,-2.48,"21:26:00",2005-05-11 21:11:00,2005-05-11 21:41:00
"73",666414,"12/05/2005 00:46:30.000","2005-132",1115858790,60,1004532.125,-2229176.25,-148240.75,0.336350917816162,0.0668024718761444,0.287536591291428,0.156527757644653,2005-05-12 00:46:00,2005-05-12,0,46,2005,131,131.03195,"BS","O",14.41,-37.43,-2.48,"0:46:00",2005-05-12 00:31:00,2005-05-12 01:01:00
"74",671023,"15/05/2005 05:42:30.000","2005-135",1116135750,60,1292484.625,-1847937.875,-123749.3203125,3.12592720985413,1.25468337535858,2.85971665382385,0.0448712930083275,2005-05-15 05:42:00,2005-05-15,5,42,2005,134,134.23749,"BS","I",20.39,-33.38,-2.23,"5:42:00",2005-05-15 05:27:00,2005-05-15 05:57:00
